2025-11-19 13:24:10 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-19 13:24:41 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-19 13:24:41 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@id='onetrust-accept-btn-handler']) - Attempt 1
2025-11-19 13:24:42 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-19 13:24:42 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@data-testid='header-sign-up-button']) - Attempt 1
2025-11-19 13:33:50 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-19 13:34:12 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-19 13:34:12 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@id='onetrust-accept-btn-handler']) - Attempt 1
2025-11-19 13:34:16 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-19 13:34:16 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@data-testid='header-sign-up-button']) - Attempt 1
2025-11-19 13:43:00 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-19 13:43:26 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-19 13:43:26 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@id='onetrust-accept-btn-handler']) - Attempt 1
2025-11-19 13:43:27 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-19 13:43:27 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@data-testid='header-sign-up-button']) - Attempt 1
2025-11-19 13:46:11 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-19 13:46:31 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-19 13:46:31 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@id='onetrust-accept-btn-handler']) - Attempt 1
2025-11-19 13:46:35 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-19 13:46:35 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@data-testid='header-sign-up-button']) - Attempt 1
2025-11-19 13:59:34 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-20 04:51:25 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-20 11:20:49 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-20 11:20:50 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-20 11:20:50 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@id='onetrust-accept-btn-handler']) - Attempt 1
2025-11-20 11:21:13 | WARNING | LaunchLandingPage | Clicking element (xpath, //button[@id='onetrust-accept-btn-handler']) failed with TimeoutException. Retrying 1/2...
2025-11-20 11:21:13 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@id='onetrust-accept-btn-handler']) - Attempt 2
2025-11-20 11:21:16 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-20 11:21:16 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@data-testid='header-sign-up-button']) - Attempt 1
2025-11-20 11:29:49 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-20 11:30:10 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-20 11:30:10 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@id='onetrust-accept-btn-handler']) - Attempt 1
2025-11-20 11:30:14 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-20 11:30:14 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@data-testid='header-sign-up-button']) - Attempt 1
2025-11-20 11:33:35 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-20 11:33:56 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-20 11:33:56 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@id='onetrust-accept-btn-handler']) - Attempt 1
2025-11-20 11:33:59 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-20 11:33:59 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@data-testid='header-sign-up-button']) - Attempt 1
2025-11-20 11:36:52 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-20 11:37:12 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-20 11:37:12 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@id='onetrust-accept-btn-handler']) - Attempt 1
2025-11-20 11:37:16 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-20 11:37:16 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@data-testid='header-sign-up-button']) - Attempt 1
2025-11-20 11:41:02 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-20 11:41:25 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-20 11:41:25 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@id='onetrust-accept-btn-handler']) - Attempt 1
2025-11-20 11:41:28 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-20 11:41:28 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@data-testid='header-sign-up-button']) - Attempt 1
2025-11-20 11:43:45 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-20 11:44:11 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-20 11:44:11 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@id='onetrust-accept-btn-handler']) - Attempt 1
2025-11-20 11:44:15 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-20 11:44:15 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@data-testid='header-sign-up-button']) - Attempt 1
2025-11-21 10:36:19 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-21 10:36:38 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-21 10:36:38 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@id='onetrust-accept-btn-handler']) - Attempt 1
2025-11-21 10:36:41 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-21 10:36:41 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@data-testid='header-sign-up-button']) - Attempt 1
2025-11-21 11:20:45 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-21 11:21:06 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-21 11:21:06 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@id='onetrust-accept-btn-handler']) - Attempt 1
2025-11-21 11:21:09 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-21 11:21:09 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@data-testid='header-sign-up-button']) - Attempt 1
2025-11-21 11:27:18 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-21 11:27:38 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-21 11:27:38 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@id='onetrust-accept-btn-handler']) - Attempt 1
2025-11-21 11:27:43 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-21 11:27:43 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@data-testid='header-sign-up-button']) - Attempt 1
2025-11-21 11:34:32 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-21 11:34:55 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-21 11:34:55 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@id='onetrust-accept-btn-handler']) - Attempt 1
2025-11-21 11:34:56 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-21 11:34:56 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@data-testid='header-sign-up-button']) - Attempt 1
2025-11-21 11:45:14 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-21 11:45:53 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-21 11:45:53 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@id='onetrust-accept-btn-handler']) - Attempt 1
2025-11-21 11:45:54 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-21 11:45:54 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@data-testid='header-sign-up-button']) - Attempt 1
2025-11-21 11:52:52 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-21 11:53:13 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-21 11:53:13 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@id='onetrust-accept-btn-handler']) - Attempt 1
2025-11-21 11:53:17 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-21 11:53:17 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@data-testid='header-sign-up-button']) - Attempt 1
2025-11-21 12:00:57 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-21 12:01:26 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-21 12:01:26 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@id='onetrust-accept-btn-handler']) - Attempt 1
2025-11-21 12:01:29 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-21 12:01:29 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@data-testid='header-sign-up-button']) - Attempt 1
2025-11-21 07:22:32 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-21 07:22:52 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
2025-11-21 07:22:52 | INFO | LaunchLandingPage | Clicking element (xpath, //button[@id='onetrust-accept-btn-handler']) - Attempt 1
2025-11-21 07:22:56 | INFO | LaunchLandingPage | Navigating to HP Portal Login URL
